id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
536,グラスミキサー,青草搅拌器,leaf-tornado,grass,special,65,90,0,10,鋭い　はっぱで　相手を 包みこんで　攻撃する。 命中率を　さげることが　ある。,用锋利的叶片包裹住 对手进行攻击。 有时会降低对手的命中率。,The user attacks its target by encircling it in sharp leaves. This attack may also lower the target’s accuracy.,,,Inflicts regular damage.  Has a 50% chance to lower the target’s accuracy by one stage.,10,12
537,ハードローラー,疯狂滚压,steamroller,bug,physical,65,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts regular damage.  Has a 30% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.,6,7
538,コットンガード,棉花防守,cotton-guard,grass,status,,,0,10,フワフワの　綿毛で　自分の 体を　包みこんで　守る。 防御を　ぐぐーんと　あげる。,用软绵绵的绒毛包裹住 自己的身体进行守护。 巨幅提高自己的防御。,"The user protects itself by wrapping its body in soft cotton, drastically boosting its Defense stat.",,,Raises the user’s Defense by three stages.,18,12
539,ナイトバースト,暗黑爆破,night-daze,dark,special,85,95,0,10,暗黒の　衝撃波を とばして　相手を　攻撃する。 命中率を　さげることが　ある。,放出黑暗的冲击波攻击对手。 有时会降低对手的命中率。,The user looses a pitch-black shock wave at the target to inflict damage. This may also lower the target's accuracy.,,,Inflicts regular damage.  Has a 40% chance to lower the target’s accuracy by one stage.,3,17
540,サイコブレイク,精神击破,psystrike,psychic,special,100,100,0,10,不思議な　念波を　実体化して 相手を　攻撃する。 物理的な　ダメージを　与える。,将神奇的念波实体化攻击对手。 给予物理伤害。,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,,,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",3,14
541,スイープビンタ,扫尾拍打,tail-slap,normal,physical,25,85,0,10,硬い　しっぽで 相手を　たたいて　攻撃する。 ２ー５回の　間　連続で　だす。,用坚硬的尾巴 拍打对手进行攻击。 连续攻击２～５次。,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,,,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",26,1
542,ぼうふう,暴风,hurricane,flying,special,110,70,0,10,強烈な　風で　相手を 包みこんで　攻撃する。 相手を　混乱させることが　ある。,用强烈的风席卷 对手进行攻击。 有时会使对手混乱。,The user attacks by wrapping its opponent in a fierce wind. This may also confuse the target.,,,"Inflicts regular damage.  Has a 30% chance to confuse the target.  This move can hit Pokémon under the effect of bounce, fly, or sky drop.  During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",98,3
543,アフロブレイク,爆炸头突击,head-charge,normal,physical,120,100,0,15,すごい　アフロの　頭で 相手に　突進して　攻撃する。 自分も　少し　ダメージを　受ける。,用厉害的爆炸头 猛撞向对手进行攻击。 自己也会受到少许伤害。,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little.",,,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,1,1
544,ギアソーサー,齿轮飞盘,gear-grind,steel,physical,50,85,0,15,鋼鉄の　ギアを　相手に 投げつけて　攻撃する。 ２回連続で　ダメージを　与える。,向对手投掷 钢铁齿轮进行攻击。 连续２次给予伤害。,The user attacks by throwing steel gears at its target twice.,,,Inflicts regular damage.  Hits twice in one turn.,3,9
545,かえんだん,火焰弹,searing-shot,fire,special,100,100,0,5,真っ赤な　炎で　自分の 周りに　いるものを　攻撃する。 やけど状態に　することが　ある。,用熊熊烈火 攻击自己周围所有的宝可梦。 有时会陷入灼伤状态。,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,,,Inflicts regular damage.  Has a 30% chance to burn the target.,1,10
546,テクノバスター,高科技光炮,techno-blast,normal,special,120,100,0,5,光弾を　相手に　放出する。 自分の　持つ カセットにより　タイプが　変わる。,向对手放出光弹。 属性会根据自己 携带的卡带不同而改变。,The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.,,,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",1,1
547,いにしえのうた,古老之歌,relic-song,normal,special,75,100,0,10,いにしえのうたを　相手に　聞かせて 心に　うったえて　攻撃する。 眠り状態に　することが　ある。,让对手听古老之歌， 打动对手的内心进行攻击。 有时会让对手陷入睡眠状态。,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.,,,"Inflicts regular damage.  Has a 10% chance to put the target to sleep. If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",2,1
548,しんぴのつるぎ,神秘之剑,secret-sword,fighting,special,85,100,0,10,長い　つので　切りつけ　攻撃する。 つのが　まとった　不思議な　力は 物理的な　ダメージを　与える。,用长角切斩对手进行攻击。 角上拥有的神奇力量 将给予物理伤害。,The user cuts with its long horn. The odd power contained in the horn deals physical damage to the target.,,,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",2,2
549,こごえるせかい,冰封世界,glaciate,ice,special,65,95,0,10,凍えるような　冷気を 相手に　吹きつけて　攻撃する。 相手の　素早さを　さげる。,将冰冻的冷气 吹向对手进行攻击。 会降低对手的速度。,The user attacks by blowing freezing cold air at opposing Pokémon. This also lowers their Speed stats.,,,Inflicts regular damage.  Lowers the target’s Speed by one stage.,1,15
550,らいげき,雷击,bolt-strike,electric,physical,130,85,0,5,ぼうだいな　電気を　身に　まとって 相手に　突進して　攻撃する。 まひ状態に　することが　ある。,让强大的电流覆盖全身， 猛撞向对手进行攻击。 有时会让对手陷入麻痹状态。,The user surrounds itself with a great amount of electricity and charges the target. This may also leave the target with paralysis.,,,Inflicts regular damage.  Has a 20% chance to paralyze the target.,1,13
