id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
1168,ハートアメざいく,爱心糖饰,love-sweet,evolution,10,,ハートの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,爱心形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A heart-shaped sweet. When a Milcery holds this, it spins around happily.",
1169,ベリーアメざいく,野莓糖饰,berry-sweet,evolution,10,,ベリーの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,浆果形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A berry-shaped sweet. When a Milcery holds this, it spins around happily.",
1170,よつばアメざいく,幸运草糖饰,clover-sweet,evolution,10,,よつばの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,四叶草形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A clover-shaped sweet. When a Milcery holds this, it spins around happily.",
1171,おはなアメざいく,花朵糖饰,flower-sweet,evolution,10,,おはなの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,花朵形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A flower-shaped sweet. When a Milcery holds this, it spins around happily.",
1172,スターアメざいく,星星糖饰,star-sweet,evolution,10,,スターの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,星星形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A star-shaped sweet. When a Milcery holds this, it spins around happily.",
1173,リボンアメざいく,蝴蝶结糖饰,ribbon-sweet,evolution,10,,リボンの　形を　した　アメ細工。 マホミルに　持たせてあげると くるくる　回って　喜ぶ。,蝴蝶结形状的工艺糖果。 让小仙奶携带的话， 会高兴地转圈圈。,"A ribbon-shaped sweet. When a Milcery holds this, it spins around happily.",
1174,あまーいりんご,甜甜苹果,sweet-apple,evolution,30,,ある　特定の　ポケモンを 進化させる　不思議な　りんご。 とにかく　甘い。,这种神奇的苹果 可以使特定的宝可梦进化。 吃起来非常甜美。,A peculiar apple that can make a certain species of Pokémon evolve. It’s exceptionally sweet.,
1175,すっぱいりんご,酸酸苹果,tart-apple,evolution,30,,ある　特定の　ポケモンを 進化させる　不思議な　りんご。 とにかく　酸っぱい。,这种神奇的苹果 可以使特定的宝可梦进化。 吃起来酸酸的。,A peculiar apple that can make a certain species of Pokémon evolve. It’s exceptionally tart.,
1176,のどスプレー,爽喉喷雾,throat-spray,held-items,30,,音に　関する　技を　使うと 特攻が　上がる。,使用声音相关的招式时， 特攻会提高。,Raises Sp. Atk when a Pokémon uses a sound-based move.,
1177,だっしゅつパック,避难背包,eject-pack,held-items,50,,持たせた　ポケモンの 能力が　下がると 手持ちと　入れ替わる。,当携带它的宝可梦能力下降时， 同行宝可梦就会自动替换上场。,"An item to be held by a Pokémon. When the holder’s stats are lowered, it will be switched out of battle.",
1178,あつぞこブーツ,厚底靴,heavy-duty-boots,held-items,80,,足場に　しかけられた 罠などの　影響を　受けなくなる。,不受脚下陷阱等的影响。,These boots prevent the effects of traps set on the battlefield.,
1179,からぶりほけん,打空保险,blunder-policy,held-items,80,,命中率に　よって 技が　はずれたとき 素早さが　ぐーんと　上がる。,招式因命中率影响而落空时， 速度会大幅提高。,Raises Speed sharply when a Pokémon misses with a move because of accuracy.,
1180,ルームサービス,客房服务,room-service,held-items,100,,ポケモンに　持たせると トリックルームのときに　使って 素早さが　下がる。,让宝可梦携带后， 在戏法空间使用时， 速度会下降。,An item to be held by a Pokémon. Lowers Speed when Trick Room takes effect.,
1181,ばんのうがさ,万能伞,utility-umbrella,held-items,60,,持たせた　ポケモンは 雨と　日差しが強いときの 影響を　受けなくなる。,携带它的宝可梦 在下雨或日照很强时， 不会受到天气的影响。,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of rain and harsh sunlight.,
1182,けいけんアメＸＳ,经验糖果ＸＳ,exp-candy-xs,vitamins,30,,エネルギーの　つまった　アメ。 与えると　ポケモン　１匹の 経験値が　ほんの少し　増える。,充满能量的糖果。 交给１只宝可梦后， 可以为它增加一点点经验值。,"A candy that is packed with energy. When consumed, it will grant a single Pokémon a very small amount of Exp. Points.",
1183,けいけんアメＳ,经验糖果Ｓ,exp-candy-s,vitamins,30,,エネルギーの　つまった　アメ。 与えると　ポケモン　１匹の 経験値が　少し　増える。,充满能量的糖果。 交给１只宝可梦后， 可以为它增加少许经验值。,"A candy that is packed with energy. When consumed, it will grant a single Pokémon a small amount of Exp. Points.",
1184,けいけんアメＭ,经验糖果Ｍ,exp-candy-m,vitamins,30,,エネルギーの　つまった　アメ。 与えると　ポケモン　１匹の 経験値が　増える。,充满能量的糖果。 交给１只宝可梦后， 可以为它增加经验值。,"A candy that is packed with energy. When consumed, it will grant a single Pokémon a moderate amount of Exp. Points.",
1185,けいけんアメＬ,经验糖果Ｌ,exp-candy-l,vitamins,30,,エネルギーの　つまった　アメ。 与えると　ポケモン　１匹の 経験値が　かなり　増える。,充满能量的糖果。 交给１只宝可梦后， 可以为它增加许多经验值。,"A candy that is packed with energy. When consumed, it will grant a single Pokémon a large amount of Exp. Points.",
1186,けいけんアメＸＬ,经验糖果ＸＬ,exp-candy-xl,vitamins,30,,エネルギーの　つまった　アメ。 与えると　ポケモン　１匹の 経験値が　とても　増える。,充满能量的糖果。 交给１只宝可梦后， 可以为它增加大量经验值。,"A candy that is packed with energy. When consumed, it will grant a single Pokémon a very large amount of Exp. Points.",
1187,ダイマックスアメ,极巨糖果,dynamax-candy,vitamins,30,,エネルギーが　つまった　アメ。　与えると ダイマックスレベルが　１あがる。レベルが 高いと　ダイマックスの　ＨＰが　増える。,充满能量的糖果。 给予宝可梦后，极巨化等级能够提高１。 当极巨化等级提高时，ＨＰ会增加。,"A candy that is packed with energy. When consumed, it will raise the Dynamax Level of a single Pokémon by one. A higher level means higher HP when Dynamaxed.",
1188,わざレコード００,招式记录００,tr00,all-machines,10,,戦いの舞を　激しく　おどって 気合を　高める。 自分の　攻撃を　ぐーんと　あげる。,激烈地跳起战舞提高气势。 大幅提高自己的攻击。,A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.,
1189,わざレコード０１,招式记录０１,tr01,all-machines,85,,全身で 相手に　のしかかり　攻撃する。 まひ状態に　することが　ある。,用整个身体 压住对手进行攻击。 有时会让对手陷入麻痹状态。,The user drops onto the target with its full body weight. This may also leave the target with paralysis.,
1190,わざレコード０２,招式记录０２,tr02,all-machines,90,,激しい　炎を 相手に　発射して　攻撃する。 やけど状態に　することが　ある。,向对手发射烈焰进行攻击。 有时会让对手陷入灼伤状态。,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,
1191,わざレコード０３,招式记录０３,tr03,all-machines,110,,大量の　水を 激しい　勢いで 相手に　発射して　攻撃する。,向对手猛烈地 喷射大量水流进行攻击。,The target is blasted by a huge volume of water launched under great pressure.,
1192,わざレコード０４,招式记录０４,tr04,all-machines,90,,大きな　波で　自分の 周りに　いるものを　攻撃する。,利用大浪 攻击自己周围所有的宝可梦。,The user attacks everything around it by swamping its surroundings with a giant wave.,
